order_id,product_id,add_to_cart_order,reordered
16847,12409,4,1
16847,19660,5,1
18271,24852,1,1
18271,47209,2,0
18271,21137,3,1
18271,26209,4,1
18271,9076,5,1
18271,42460,6,1
18271,42360,7,1
18271,24850,8,0
18271,4447,9,0
18271,41302,10,0
18271,5727,11,0
18271,37096,12,0
18271,859,13,0
18271,30638,14,0
18271,6348,15,0
18271,25890,16,0
18271,24184,17,0
18271,10246,18,0
18271,22935,19,0
19485,20754,1,1
19485,28682,2,1
19485,28465,3,1
19485,8309,4,1
19485,13263,5,1
19485,36865,6,1
19485,24799,7,1
19485,35132,8,0
19485,21903,9,1
19485,40706,10,1
19485,49683,11,0
19485,8518,12,0
19485,47626,13,0
19485,40604,14,0
19485,49235,15,0
19485,27881,16,0
19485,41055,17,0
19485,7131,18,0
19485,33731,19,1
19552,17878,1,1
19552,28204,2,1
19552,44632,3,1
19552,38739,4,1
19552,43789,5,1
19552,12107,6,1
19552,10246,7,1
19552,4920,8,1
19552,2855,9,1
19552,32304,10,1
19552,9060,11,0
19552,48491,12,1
19552,13984,13,1
19552,16616,14,0
19552,11576,15,1
19552,27730,16,1
19552,48900,17,1
19552,41110,18,0
19552,33929,19,0
19739,31921,1,1
19739,4514,2,0
19739,24915,3,0
20253,42701,1,0
20253,40691,2,0
20253,28615,3,0
20253,5603,4,0
20253,12013,5,1
20253,29675,6,0
20253,46344,7,0
20253,41860,8,1
20253,11959,9,1
20253,35898,10,0
20253,4932,11,0
20253,47418,12,0
20253,31506,13,0
20253,38746,14,0
20253,22971,15,1
20253,19297,16,0
20319,27360,1,1
20319,49098,2,1
20319,32734,3,1
20319,44390,4,0
20319,15937,5,0
20319,39812,6,0
20319,23102,7,1
20789,15902,1,1
21005,47479,1,0
21005,16696,2,1
21005,9820,3,1
21005,28241,4,1
21005,42240,5,1
21005,38511,6,1
21005,37588,7,1
21005,16997,8,1
21005,37148,9,1
21005,10070,10,1
21005,21553,11,1
21005,48902,12,1
21005,24117,13,1
21005,27356,14,1
21005,2038,15,1
21005,24823,16,0
21720,16797,1,1
21720,47766,2,0
21720,39468,3,0
21720,46979,4,1
21720,6221,5,0
21720,17021,6,1
22250,4605,1,1
22250,34358,2,0
22250,21938,3,0
22250,44359,4,1
22250,45801,5,0
22250,19678,6,0
22250,10376,7,0
22250,43933,8,0
22250,18479,9,0
22250,23909,10,0
22352,32478,1,1
22352,41352,2,0
22352,48697,3,0
22352,25588,4,1
22901,24852,1,1
22901,39275,2,1
22901,48679,3,1
22901,22210,4,1
22901,6541,5,1
22901,43875,6,1
22901,32647,7,0
22901,8912,8,0
22901,14867,9,1
22901,38622,10,1
22901,45066,11,1
22901,14858,12,1
22901,33731,13,1
22901,30489,14,1
22921,34969,1,1
22921,26346,2,1
22921,13176,3,1
22921,4451,4,1
22921,4799,5,1
22921,17795,6,0
22921,37158,7,1
22921,27695,8,1
22921,21938,9,0
22921,43352,10,0
22921,39408,11,0
22921,28849,12,0
22921,12732,13,0
24778,37454,1,1
24778,18048,2,1
24778,6195,3,1
24778,49198,4,1
24778,30696,5,1
24778,17616,6,1
24778,24186,7,1
24778,47861,8,1
24778,6448,9,1
24778,49605,10,1
24778,14897,11,1
24778,18451,12,1
24778,34449,13,1
24778,46979,14,1
24778,24037,15,1
24778,22228,16,1
24778,4044,17,1
24778,16014,18,1
24778,24003,19,1
24778,1159,20,0
24778,37720,21,1
24778,47485,22,1
24778,30062,23,1
25522,34584,1,1
25522,27966,2,1
25522,26604,3,1
25728,40795,1,1
25728,47626,2,0
25728,48797,3,1
25728,2078,4,0
25728,49355,5,0
25728,45622,6,0
25728,31506,7,1
25923,21261,1,0
25923,26201,2,0
25923,43556,3,0
25923,20828,4,0
25923,24533,5,0
25923,26459,6,0
25923,38395,7,0
25923,49577,8,0
25923,48936,9,0
25923,12706,10,1
25941,34234,1,1
25941,1940,2,0
25941,42562,3,1
25941,47144,4,1
25941,16826,5,1
25941,116,6,0
25941,13909,7,0
25941,47890,8,1
25941,2754,9,0
25941,48877,10,0
25941,22000,11,0
25941,34194,12,0
25941,581,13,1
26681,26317,1,0
26681,13176,2,1
26681,28465,3,0
26681,6000,4,0
26809,24852,1,1
26809,45066,2,1
26809,41787,3,1
26809,16797,4,0
26809,287,5,1
26809,34841,6,1
26809,38273,7,1
26809,47366,8,1
26809,5748,9,1
26809,44042,10,1
26809,45615,11,1
26809,45,12,0
26809,37886,13,0
26809,47626,14,1
26809,47357,15,1
26809,10549,16,0
26809,46522,17,0
26809,35762,18,0
26809,32330,19,1
26809,30021,20,1
26809,14072,21,0
26809,11827,22,0
26809,28156,23,0
26809,49517,24,0
26809,34050,25,1
26809,12791,26,0
26809,43263,27,0
26809,16464,28,0
26809,18465,29,0
26809,14897,30,1
26809,23011,31,0
26809,22849,32,0
26809,12732,33,1
27487,31506,1,0
27487,45747,2,0
27487,3957,3,1
27487,7146,4,0
27487,33198,5,1
27487,31163,6,1
27487,40469,7,0
28453,2666,1,0
28453,47209,2,1
28453,2086,3,1
28453,30489,4,1
29486,35383,1,1
29486,21108,2,0
29486,8239,3,0
29486,23338,4,1
29486,31404,5,0
29486,23288,6,0
29486,27344,7,0
29486,11777,8,1
29646,13176,1,1
29646,4920,2,0
29646,49243,3,1
29646,2359,4,1
29646,31759,5,0
29646,31912,6,1
29646,37600,7,0
29646,27845,8,0
29988,6541,1,1
29988,39947,2,1
29988,20327,3,1
29988,20995,4,1
29988,20345,5,1
29988,13113,6,1
29988,12477,7,1
29988,48395,8,1
29988,14386,9,1
29988,13176,10,1
29988,4920,11,1
29988,42265,12,1
29988,25513,13,1
30081,8859,1,1
30410,20395,1,0
31240,23579,1,1
31240,19057,2,1
31240,13629,3,1
31240,10749,4,1
31240,43768,5,1
31240,8518,6,1
31240,21938,7,1
31240,4920,8,1
31240,46906,9,1
31240,18465,10,1
31240,43122,11,1
31240,47630,12,1
31240,39619,13,1
31240,42404,14,1
31240,27104,15,1
31240,27171,16,0
31240,42450,17,1
31240,1090,18,1
31240,43249,19,1
31240,35725,20,0
31240,28199,21,1
31240,18880,22,1
31240,46720,23,1
31240,24082,24,1
31240,41770,25,0
31240,21137,26,1
31240,37067,27,0
31240,26604,28,1
31240,30391,29,1
31240,28535,30,1
31478,42144,1,0
31478,14401,2,0
31478,5420,3,0
31788,13753,1,0
31992,24852,1,1
31992,28199,2,1
31992,25340,3,1
31992,10108,4,1
31992,25272,5,1
31992,41787,6,1
31992,29941,7,1
31992,25588,8,0
32916,47766,1,1
32916,23322,2,1
32916,28930,3,1
32916,45394,4,1
32916,31573,5,1
32916,5513,6,1
32916,15820,7,1
32916,23645,8,1
32916,27022,9,1
32916,24273,10,1
32916,29363,11,1
32916,33081,12,0
32916,28983,13,1
33331,37067,1,1
33331,19691,2,1
33331,10761,3,1
33331,6104,4,1
33331,26790,5,1
33331,38689,6,1
33331,36011,7,1
33331,10017,8,1
33331,41665,9,1
33331,17794,10,1
33331,47759,11,1
33427,11520,1,1
33427,4210,2,1
33427,13176,3,0
33427,27966,4,0
33427,7264,5,0
33427,44275,6,0
33427,4562,7,0
33427,46979,8,0
33427,23288,9,1
33427,42450,10,0
33427,37233,11,0
33427,9681,12,0
33427,9779,13,0
33427,48628,14,0
33427,47672,15,0
33665,26900,1,1
33665,32403,2,1
33665,19767,3,0
33785,24852,1,1
33785,47626,2,1
33785,21925,3,1
33785,18523,4,1
33785,45061,5,1
33785,21165,6,0
33785,16797,7,1
33785,34050,8,1
33785,10421,9,1
33785,46630,10,0
33785,34449,11,0
33785,46088,12,0
33785,7898,13,1
33785,49198,14,0
33785,16696,15,1
33785,27548,16,1
33785,1511,17,1
33785,44475,18,1
33785,33754,19,1
33785,3999,20,1
33785,45066,21,1
33785,39993,22,0
33785,37250,23,1
33785,28959,24,1
33785,26459,25,0
33785,18043,26,0
33785,38647,27,1
34163,15221,1,1
34163,2250,2,1
34163,12782,3,1
34163,4517,4,1
34163,2102,5,0
34163,21011,6,0
34163,20378,7,0
34163,6201,8,1
34163,31406,9,0
34546,42719,1,0
34546,29334,2,0
34546,31553,3,0
34546,28985,4,0
34546,23178,5,0
34546,42265,6,0
34546,38510,7,0
34546,4920,8,0
34546,39928,9,0
35314,4210,1,1
35314,27344,2,1
35314,27720,3,1
35314,25839,4,0
35314,31495,5,1
35314,17070,6,1
36170,432,1,1
36170,37465,2,1
36170,32872,3,1
36170,10493,4,1
36170,45260,5,1
36170,26124,6,1
36170,25232,7,0
36170,24053,8,1
36170,12312,9,0
36170,27138,10,0
36170,12087,11,0
36170,16797,12,0
36170,41355,13,0
36170,33043,14,0
36170,21376,15,0
36170,43631,16,0
36170,9203,17,0
36170,37141,18,0
36170,12888,19,0
36170,15070,20,0
36170,22247,21,0
36170,18210,22,0
37571,14870,1,1
37571,9387,2,1
37571,20842,3,0
37571,40001,4,0
37571,11937,5,0
37571,24852,6,1
37571,6631,7,0
37571,31343,8,0
37571,31678,9,0
37571,7963,10,0
37571,20738,11,0
37571,40593,12,0
37571,8239,13,0
37571,7175,14,0
37571,18891,15,1
37571,33120,16,1
37571,16083,17,0
37571,42536,18,0
37932,5451,1,0
37932,28123,2,1
37932,17304,3,0
38528,46217,1,1
38528,13951,2,1
38528,38228,3,1
38528,13424,4,0
38528,16797,5,1
38528,41290,6,0
38528,8490,7,0
38528,49628,8,0
38528,27344,9,0
39845,14378,1,1
39845,11046,2,1
39845,41004,3,1
39845,15794,4,1
39845,21051,5,1
39845,39218,6,1
39845,7185,7,1
39845,12572,8,1
39845,7361,9,1
39845,41836,10,1
40000,43124,1,1
40000,36390,2,1
40000,38580,3,1
40000,23909,4,1
40000,35613,5,1
40000,37867,6,1
40000,18987,7,1
40000,40592,8,0
40000,15650,9,1
40000,49141,10,1
40000,19510,11,0
40000,32885,12,0
40247,32655,1,1
40247,24489,2,0
40247,28553,3,0
40247,35249,4,0
40247,45957,5,1
40999,47576,1,0
40999,12341,2,0
41125,10305,1,1
41125,13176,2,1
41125,43122,3,0
41125,38159,4,0
41125,38456,5,0
41125,37400,6,0
41125,9871,7,0
41125,23216,8,0
41125,24964,9,1
41125,5450,10,0
41125,27104,11,0
41125,18234,12,0
41125,1937,13,0
41125,33857,14,0
41125,2086,15,0
41125,47141,16,0
41175,28457,1,0
41175,27644,2,0
41175,16876,3,0
41175,28790,4,0
41175,809,5,1
41175,2950,6,0
42094,33787,1,1
42094,24852,2,1
42094,41588,3,1
43508,48220,1,1
43508,47451,2,1
43508,45007,3,1
43508,24838,4,1
43508,34244,5,1
43722,5450,1,1
43722,36064,2,1
43722,16797,3,1
43722,40332,4,1
43722,10673,5,1
43722,12011,6,1
43722,4708,7,1
43722,43961,8,1
43722,23909,9,0
43722,7641,10,0
43722,11121,11,0
43722,37886,12,1
43722,12276,13,1
43722,13176,14,0
43722,20738,15,0
43722,8898,16,0
43722,32115,17,0
43722,6046,18,0
43722,1181,19,0
43722,26429,20,0
43722,33557,21,0
43722,9076,22,0
43722,40009,23,0
43722,43352,24,0
43722,26604,25,0
43722,260,26,0
43808,21938,1,1
43808,15290,2,0
43808,10749,3,1
43808,22935,4,1
43808,5876,5,0
43808,2164,6,1
43808,18566,7,0
43808,24852,8,1
43808,27966,9,1
43808,39928,10,1
43808,24841,11,1
43808,26790,12,0
43808,49176,13,1
43808,39561,14,1
43808,15872,15,1
43808,2452,16,1
43808,11009,17,1
43808,31292,18,1
43808,33754,19,1
43808,40723,20,1
43808,46979,21,1
43808,27104,22,1
43808,20842,23,0
45576,13166,1,1
45576,14668,2,1
45576,7297,3,1
45576,23405,4,0
45576,49072,5,0
45576,38239,6,0
45576,28100,7,0
45576,13708,8,0
45576,1821,9,0
45576,30694,10,0
45576,36736,11,0
45576,6435,12,0
45576,26525,13,0
45576,37811,14,0
45778,25089,1,1
45778,481,2,1
45778,27845,3,1
45778,47209,4,1
45778,30489,5,1
45778,18027,6,1
45778,33540,7,0
45778,21841,8,0
45778,8277,9,1
45778,21137,10,1
45778,39275,11,1
45778,44075,12,1
45778,30442,13,1
45778,14858,14,0
45778,37825,15,1
45778,46906,16,1
46266,23029,1,1
46266,38558,2,1
46266,34668,3,1
46266,15576,4,1
46266,2326,5,1
46266,4920,6,1
46266,42356,7,1
46266,17284,8,1
46266,21903,9,1
46266,13176,10,1
46266,13877,11,1
46266,21137,12,1
46266,48642,13,1
46409,19660,1,1
46409,37067,2,1
46409,22220,3,1
46409,6269,4,1
46409,42445,5,1
46409,33294,6,1
46409,43686,7,1
46409,41129,8,1
46409,23554,9,0
46409,14966,10,1
46409,46969,11,1
46409,9956,12,1
47041,25256,1,0
47041,23516,2,0
47041,23537,3,0
47041,44912,4,0
47041,7948,5,0
47041,18531,6,0
47041,43597,7,0
47041,23543,8,0
47041,14872,9,0
47041,19125,10,0
47041,12283,11,1
47041,8021,12,0
47041,46616,13,0
47182,34448,1,0
47182,39558,2,1
47182,15950,3,1
47182,23025,4,1
47182,47766,5,1
47182,20899,6,1
47182,14462,7,1
47182,24852,8,1
47182,4957,9,1
47182,33754,10,1
47182,47167,11,1
47182,47258,12,1
47182,37646,13,1
47182,32478,14,1
47182,45767,15,1
47182,20670,16,1
47182,34590,17,1
47182,1090,18,1
47182,37220,19,1
47182,3962,20,1
47182,34034,21,1
47182,17794,22,1
47182,39928,23,1
47182,16797,24,1
47552,39275,1,1
47552,12341,2,1
47552,1940,3,1
47552,31805,4,1
47552,22507,5,1
47552,37687,6,1
47552,3265,7,1
47552,34466,8,1
47552,21288,9,1
47552,9076,10,1
47552,28413,11,1
47773,19660,1,1
47773,196,2,1
48036,17461,1,1
48036,26165,2,1
48036,38293,3,1
48036,21938,4,1
48036,36695,5,1
48036,9839,6,1
48036,26369,7,1
48036,44969,8,1
48036,38439,9,1
48036,27012,10,0
48036,35140,11,0
48038,33010,1,1
48038,27885,2,1
48038,26227,3,1
48038,4843,4,0
48038,20665,5,1
48038,45804,6,1
48038,2120,7,1
48208,19677,1,1
48208,13176,2,1
48208,38371,3,1
48208,49235,4,1
48208,4793,5,1
48208,21781,6,1
48208,36393,7,0
48208,15369,8,0
48208,42013,9,0
48208,19303,10,0
48208,9989,11,0
48323,7175,1,0
48323,44310,2,1
48323,21709,3,1
48323,8193,4,1
48323,6193,5,1
48323,13870,6,1
48323,18880,7,1
48323,35105,8,0
48323,27509,9,0
48323,9159,10,1
48323,32539,11,0
48323,36651,12,0
50978,19348,1,1
50978,20760,2,1
50978,5262,3,1
50978,31343,4,1
50978,4799,5,1
50978,18594,6,1
50978,6194,7,0
50978,27086,8,0
50978,34358,9,1
50978,5818,10,0
50978,4138,11,0
50978,10,12,0
50978,47766,13,1
50978,26209,14,0
50978,40001,15,1
50978,5809,16,0
50978,42736,17,0
50978,23898,18,0
51913,13702,1,1
51913,32134,2,1
51913,13176,3,1
51913,21137,4,1
51913,5785,5,0
51913,5450,6,0
51913,28071,7,1
52173,5535,1,1
52173,5460,2,1
52173,45698,3,1
52173,39132,4,0
52173,34969,5,1
52173,17858,6,1
52173,4734,7,1
52173,41771,8,1
52173,38693,9,1
52173,48370,10,1
52173,9387,11,1
52173,46979,12,1
52173,44142,13,1
52173,5025,14,1
52173,15937,15,0
52173,21616,16,1
52173,12251,17,1
52173,24830,18,0
52173,49235,19,1
52173,44987,20,1
52173,41058,21,1
52173,35051,22,0
52173,7980,23,1
52173,42556,24,1
52173,40723,25,1
52173,47144,26,1
53388,47388,1,1
53388,9550,2,1
53388,16797,3,1
53388,35042,4,1
53388,7781,5,1
53388,26648,6,1
53388,46979,7,1
53388,3274,8,1
53388,28204,9,1
53388,20632,10,1
53388,49267,11,1
53388,14159,12,0
53388,27142,13,0
53388,24664,14,0
53388,35734,15,0
53388,46703,16,0
53388,28050,17,0
53388,15030,18,0
53443,39275,1,1
53443,21137,2,1
53443,35561,3,1
55083,15200,1,0
55083,46969,2,1
55083,42342,3,1
55083,6347,4,1
55083,45066,5,1
55083,446,6,1
55083,40706,7,1
55083,1504,8,1
55083,32506,9,1
55083,34197,10,1
55278,23977,1,1
55278,32465,2,0
55278,6692,3,0
55278,33352,4,0
55278,6292,5,0
55278,32433,6,0
55278,3579,7,0
55278,33120,8,0
55278,11597,9,1
55278,29837,10,0
55278,13852,11,0
55278,7010,12,0
55278,47626,13,0
55278,14150,14,0
55278,37053,15,1
55278,7120,16,1
55278,16848,17,0
55278,14805,18,0
55278,10644,19,0
55278,22247,20,0
55278,11441,21,0
55278,5206,22,0
55278,24838,23,1
55278,1942,24,0
55278,36874,25,0
55278,17789,26,0
55278,34605,27,1
55278,30489,28,0
55278,33810,29,0
55278,47734,30,1
55278,5991,31,0
55435,15902,1,1
55435,49044,2,1
55435,43654,3,1
55435,31282,4,1
55435,5491,5,1
55435,13176,6,1
55435,43875,7,1
55435,47888,8,1
55435,3020,9,1
55435,37003,10,1
55435,31504,11,1
55435,37158,12,1
55435,49497,13,1
55435,141,14,1
55435,11481,15,1
55435,30011,16,0
55435,22908,17,0
55435,13380,18,1
55435,7412,19,0
56126,33569,1,1
56126,42244,2,1
56126,41890,3,1
56126,38647,4,1
56126,34966,5,1
56126,45123,6,0
56126,21775,7,0
56126,10621,8,1
56126,39877,9,1
56126,19057,10,0
56126,32177,11,0
56126,8174,12,1
56126,6753,13,0
56384,49683,1,1
56384,24852,2,1
56384,7649,3,1
56384,17794,4,1
56384,34358,5,1
56384,36940,6,1
56384,40604,7,1
56384,13819,8,0
56384,27544,9,0
56384,39475,10,1
56384,31717,11,1
56384,20114,12,1
56384,41757,13,0
56384,48679,14,0
56384,40216,15,1
56384,39812,16,0
56384,44683,17,1
57889,14221,1,1
57889,28928,2,1
57889,38164,3,1
57889,33043,4,1
57889,5031,5,1
57889,49628,6,0
57889,3464,7,1
57889,38427,8,1
57889,41950,9,0
58003,45066,1,0
58003,7806,2,1
58003,14218,3,1
58003,9839,4,1
58003,11068,5,1
58003,39877,6,1
58003,47626,7,1
58003,2326,8,1
58003,10017,9,1
58003,28985,10,1
58003,29311,11,0
58003,14233,12,0
58003,28199,13,1
58003,32139,14,0
58003,28555,15,0
58003,38890,16,0
58003,34448,17,0
58003,14858,18,1
58003,6287,19,0
58003,41774,20,0
58003,11286,21,0
58438,35124,1,1
58438,13654,2,0
58438,27196,3,1
58438,33231,4,1
58438,36959,5,1
58438,20502,6,1
58438,19915,7,1
58438,2618,8,1
58438,32237,9,1
58438,44987,10,0
58438,26373,11,0
59494,19519,1,0
59494,21809,2,0
59494,31553,3,0
59494,27104,4,0
59494,22935,5,1
59494,43789,6,0
59566,23785,1,0
59566,28990,2,0
59566,24852,3,1
59566,9387,4,0
59566,41787,5,0
59566,39190,6,0
59566,6889,7,0
59566,2966,8,0
59566,41290,9,1
59566,34887,10,1
59566,46522,11,1
59566,4605,12,1
59566,28842,13,1
59628,44008,1,1
59628,9020,2,1
59628,26040,3,1
59628,7781,4,1
59628,19171,5,1
59628,49112,6,0
59628,40709,7,0
59628,39491,8,0
59628,42736,9,0
59628,44987,10,0
61688,3298,1,1
61688,12916,2,1
61688,27747,3,1
61688,21050,4,1
61688,20590,5,1
61688,49139,6,1
61688,17789,7,1
61688,41897,8,0
62057,30751,1,1
62057,25379,2,1
62539,13176,1,1
62539,39275,2,1
62539,21903,3,1
62539,43713,4,0
62539,46676,5,1
62539,32139,6,1
62539,343,7,0
62539,7412,8,1
62539,45007,9,0
62539,17461,10,0
62539,9839,11,0
63586,12384,1,1
63586,29442,2,1
63586,12312,3,0
63586,24852,4,1
63586,27874,5,1
63586,27966,6,1
63586,46979,7,1
63586,45007,8,1
63586,17794,9,1
63586,581,10,1
63586,1695,11,1
63586,9339,12,1
63586,13870,13,1
63586,39275,14,1
63586,17828,15,1
63586,48679,16,0
63586,30233,17,1
63755,28427,1,1
63755,27323,2,1
63755,17332,3,0
63755,24234,4,0
64319,19348,1,1
64319,43295,2,1
64319,33664,3,1
64319,24852,4,1
64319,6184,5,1
64319,41787,6,1
64319,4920,7,0
65369,45161,1,1
65369,47993,2,1
65369,24852,3,1
65369,4932,4,0
65369,5539,5,0
65369,11182,6,0
65369,23645,7,0
65369,7806,8,1
65369,27695,9,0
65369,2326,10,1
65369,4210,11,0
65369,40654,12,0
65369,22123,13,0
65369,26128,14,0
65369,34584,15,0
65369,27966,16,0
65369,30406,17,0
65369,45578,18,0
65369,2210,19,0
65369,42736,20,0
65369,29874,21,0
65369,13193,22,0
65369,5114,23,0
65369,38192,24,0
65369,44787,25,0
65470,6052,1,1
65470,13712,2,1
65470,24838,3,1
65470,9411,4,1
65470,1592,5,0
65470,26916,6,1
65470,42619,7,1
65470,33957,8,1
65470,48435,9,1
65470,35469,10,1
65470,48171,11,1
65470,18735,12,0
65470,27796,13,0
65818,24852,1,1
65818,47209,2,1
65818,38273,3,1
65818,10603,4,1
65818,45570,5,1
65818,46906,6,1
65818,37029,7,1
65818,9076,8,1
65925,4605,1,0
65925,17794,2,0
65925,46654,3,1
65925,46979,4,1
65925,6873,5,0
65925,14780,6,0
65925,5994,7,0
65925,24009,8,0
65925,19677,9,1
65925,34243,10,0
65925,4735,11,0
65925,3638,12,0
65925,10644,13,0
65925,47626,14,1
67399,17319,1,1
67399,38273,2,1
67399,42585,3,1
67399,11182,4,1
67399,46906,5,1
67399,26723,6,1
67399,27845,7,1
67399,40310,8,1
67399,14354,9,1
67399,47135,10,1
67399,34221,11,1
67399,42944,12,1
67399,26949,13,1
67399,4605,14,1
67399,24852,15,1
67399,11520,16,1
67399,28597,17,0
67399,33569,18,0
67399,34489,19,0
68219,5785,1,1
68219,6187,2,1
68219,30850,3,0
68219,38693,4,0
68219,8174,5,1
68219,19660,6,1
68219,21386,7,1
68219,10199,8,0
68219,34270,9,1
68219,2311,10,0
68219,45774,11,0
68219,42612,12,1
